StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package,Cluster
38100,Female,Kolkata,Tier2,EE,Networking,Yes,No,6.34,6.29,6.36,6.86,7.1,6.64,6.37,6.12,6.34,80.5,1,2,1.0,2,1,73.6,2.9,48.5,56.2,0,Low,0,0,0.0,0
38101,Male,Chennai,Tier2,Mechanical,DataScience,Yes,Yes,7.85,7.84,7.85,7.77,7.63,8.16,7.75,8.03,7.68,71.1,1,2,,2,1,73.4,2.9,47.1,57.4,0,Mid,1,0,8.22,0
38102,Male,Kochi,Tier1,ECE,Embedded,Yes,No,7.29,7.56,6.96,7.47,7.53,7.11,7.76,7.63,7.52,79.9,2,3,3.0,2,2,76.1,5.0,56.9,70.2,1,Mid,1,0,8.73,2
38103,Female,Mumbai,Tier1,IT,Embedded,No,No,6.11,5.76,5.98,6.72,5.97,6.77,6.15,6.61,6.35,92.0,1,2,3.0,2,1,87.2,2.8,70.0,,1,Low,0,0,0.0,0
38104,Male,Hyderabad,Tier1,CS,Networking,Yes,No,7.05,7.77,7.68,7.74,7.53,7.3,7.21,8.24,7.46,92.7,2,2,2.0,3,1,91.5,3.1,86.4,63.4,1,Mid,1,0,8.23,2
38105,Male,Bangalore,Tier1,ECE,Embedded,Yes,No,8.32,8.19,8.46,8.23,8.74,8.7,8.49,8.95,8.52,83.5,2,3,3.0,4,2,80.8,,84.2,66.9,1,High,1,0,18.57,2
38106,Female,Bangalore,Tier2,CS,DataScience,No,Yes,7.37,7.95,7.82,7.83,7.72,7.81,7.77,7.8,7.66,78.2,1,2,1.0,2,1,71.8,3.7,57.6,47.4,0,Mid,1,0,8.15,0
38107,Female,Bangalore,Tier2,IT,Networking,No,Yes,6.74,6.24,6.84,6.71,6.59,6.46,6.63,5.52,6.51,55.5,1,1,1.0,1,0,45.9,2.0,29.9,31.9,0,Mid,0,0,0.0,1
38108,Female,Delhi,Tier2,CS,Networking,No,No,10.0,9.91,10.0,9.5,10.0,10.0,10.0,10.0,9.95,97.3,1,3,,2,1,76.7,3.7,76.2,54.6,1,High,1,0,25.37,2
38109,Male,Kolkata,Tier1,EE,Networking,No,No,9.13,9.13,9.24,9.7,9.34,9.46,9.5,9.85,9.51,87.7,2,4,4.0,4,1,96.1,,66.2,69.9,0,High,1,0,18.04,2
38110,Male,Jaipur,Tier1,EE,Networking,Yes,No,8.37,8.42,7.9,8.84,8.67,8.49,8.53,8.9,8.45,98.1,2,3,,5,1,70.6,4.4,89.8,63.1,0,High,1,0,18.79,2
38111,Female,Kolkata,Tier2,CS,Embedded,No,No,8.33,7.97,8.19,7.93,8.26,8.17,8.03,8.39,8.17,88.1,2,4,1.0,3,1,81.4,3.2,68.4,97.2,0,High,1,0,18.32,2
38112,Male,Bangalore,Tier2,CS,DataScience,Yes,No,5.9,6.07,5.94,6.45,5.73,6.09,5.48,6.02,6.06,71.1,1,2,2.0,2,0,59.9,3.1,60.6,60.6,1,Low,0,0,0.0,0
38113,Female,Kolkata,Tier1,Mechanical,Networking,Yes,No,7.26,7.62,7.88,7.16,7.45,7.92,7.92,8.14,7.5,84.3,2,4,3.0,4,1,88.3,4.6,65.4,79.8,0,Mid,1,0,8.97,2
38114,Male,Mumbai,Tier1,CS,DataScience,Yes,No,9.84,9.62,10.0,9.43,10.0,10.0,9.89,9.8,9.95,100.0,2,2,3.0,3,0,74.4,4.4,76.0,69.3,0,High,1,0,18.64,2
38115,Male,Chennai,Tier3,IT,DataScience,No,No,7.2,6.63,7.22,7.51,7.67,7.59,7.57,7.23,7.21,68.0,0,1,0.0,0,0,58.8,,27.9,29.1,0,Mid,0,0,0.0,1
38116,Male,Kochi,Tier2,Civil,Embedded,Yes,No,9.89,10.0,10.0,9.71,10.0,9.59,10.0,10.0,9.97,68.8,1,4,3.0,2,2,89.3,,65.1,,0,High,1,0,18.36,2
38117,Male,Kolkata,Tier1,ECE,Networking,Yes,Yes,7.17,6.49,7.0,6.99,7.19,6.52,6.42,6.83,6.96,79.3,1,3,1.0,1,1,,2.8,57.2,49.5,0,Mid,1,0,8.51,0
38118,Female,Kolkata,Tier2,CS,AI,No,No,7.09,6.72,6.84,6.52,6.93,6.68,7.09,6.26,7.02,75.2,1,2,2.0,2,1,79.6,4.0,62.3,44.5,0,Mid,1,0,8.09,0
38119,Male,Kochi,Tier1,Civil,DataScience,Yes,No,7.17,6.65,7.12,6.91,6.92,7.43,7.04,7.19,7.15,82.4,1,4,3.0,4,1,79.9,4.2,75.2,75.9,0,Mid,1,0,8.58,2
38120,Male,Bangalore,Tier2,IT,DataScience,No,Yes,6.49,6.23,6.13,6.47,5.6,6.13,5.6,6.19,6.15,57.2,0,0,0.0,1,0,43.5,1.3,31.9,31.7,0,Low,0,0,0.0,1
38121,Female,Pune,Tier2,Mechanical,AI,Yes,No,5.02,5.07,4.52,5.12,5.52,4.63,5.27,5.51,5.19,86.3,0,1,2.0,1,0,77.7,3.8,49.3,53.6,0,Low,0,0,0.0,0
38122,Female,Mumbai,Tier1,IT,Networking,No,No,6.05,6.48,6.75,6.46,7.32,6.27,6.43,6.58,6.65,84.3,1,3,,4,1,79.3,3.8,79.0,71.5,1,Mid,1,0,12.59,0
38123,Male,Mumbai,Tier2,IT,DataScience,Yes,No,7.8,8.07,7.98,8.38,7.99,7.9,8.71,8.33,8.24,88.5,1,3,2.0,2,0,70.6,3.7,87.6,67.5,1,High,1,0,22.99,2
38124,Male,Kochi,Tier2,IT,DataScience,Yes,No,4.72,5.18,4.97,4.69,5.1,4.36,5.12,5.09,5.2,84.4,1,2,2.0,1,0,70.3,2.7,61.6,55.7,1,Low,1,0,5.99,0
38125,Male,Ahmedabad,Tier2,EE,Embedded,Yes,No,4.71,4.78,4.55,4.51,4.86,4.76,4.16,4.91,4.77,66.3,2,3,1.0,2,0,72.8,3.9,47.0,45.9,0,Low,0,0,0.0,0
38126,Male,Pune,Tier2,CS,Embedded,No,No,6.49,6.75,6.69,6.88,6.33,6.75,6.75,7.07,6.79,85.2,1,2,2.0,1,1,59.1,3.5,62.3,44.1,0,Mid,1,0,12.58,0
38127,Male,Chennai,Tier2,IT,DataScience,No,No,8.09,8.23,8.96,8.61,8.61,8.56,8.37,8.56,8.42,86.1,1,4,3.0,3,2,,4.4,79.2,66.6,1,High,1,0,22.43,2
38128,Male,Kochi,Tier2,ECE,Embedded,Yes,No,9.41,8.88,9.06,8.81,9.22,9.36,8.57,9.01,9.09,83.5,1,3,2.0,2,2,74.0,3.8,68.9,59.5,0,High,1,0,18.03,2
38129,Male,Bangalore,Tier2,EE,Embedded,No,Yes,5.44,5.72,5.68,5.57,5.51,5.93,6.56,6.15,5.85,81.9,1,2,1.0,1,0,65.8,1.9,56.5,55.7,0,Low,0,0,0.0,0
38130,Male,Delhi,Tier3,Mechanical,Networking,Yes,No,5.14,5.2,4.9,4.92,5.44,4.38,4.09,4.87,4.7,66.8,1,1,1.0,0,0,49.0,2.4,28.0,31.8,1,Low,0,0,0.0,1
38131,Male,Chennai,Tier2,ECE,Embedded,No,No,5.34,5.92,5.9,5.35,5.54,6.07,5.52,5.81,5.66,75.0,1,2,,2,1,52.3,3.1,60.2,51.6,0,Low,0,0,0.0,0
38132,Female,Bangalore,Tier2,CS,AI,No,No,6.14,6.12,6.34,7.1,6.23,6.19,6.24,6.1,6.33,69.7,1,3,3.0,4,2,86.1,3.9,82.5,77.6,1,Low,1,0,5.82,0
38133,Male,Pune,Tier3,Civil,Networking,Yes,No,5.56,5.62,5.21,5.44,5.99,5.43,5.79,5.63,5.79,55.6,0,0,1.0,0,0,51.2,2.0,27.5,29.1,0,Low,0,0,0.0,1
38134,Male,Mumbai,Tier3,Civil,Embedded,No,Yes,6.49,6.3,6.89,7.06,6.66,6.52,6.8,6.56,6.71,88.1,1,2,2.0,2,1,,2.3,60.6,,1,Mid,0,0,0.0,0
38135,Male,Bangalore,Tier1,CS,Networking,Yes,No,6.98,6.99,6.49,6.99,7.13,6.88,6.84,7.19,6.67,87.5,1,2,1.0,2,1,75.0,2.7,63.1,54.1,1,Mid,1,0,10.85,0
38136,Male,Jaipur,Tier1,CS,DataScience,Yes,No,7.19,7.53,7.8,7.56,7.44,7.57,7.61,8.08,7.32,87.8,2,2,3.0,3,1,73.3,4.3,77.4,74.4,1,Mid,1,0,8.77,2
38137,Female,Pune,Tier3,ECE,Networking,Yes,No,6.41,6.4,6.7,7.09,6.48,6.96,6.4,6.41,6.58,70.9,1,2,2.0,2,0,65.3,4.8,39.2,62.6,0,Mid,1,0,8.12,0
38138,Male,Ahmedabad,Tier3,CS,AI,No,Yes,4.16,4.83,4.86,4.0,4.7,4.07,4.15,4.03,4.53,61.9,0,0,0.0,0,0,39.0,1.1,25.4,31.5,0,Low,0,0,0.0,1
38139,Female,Kolkata,Tier1,IT,AI,Yes,No,9.04,8.07,8.73,8.12,8.77,8.78,8.69,8.67,8.65,93.6,2,3,4.0,3,1,71.7,4.4,70.6,80.3,1,High,1,0,22.46,2
38140,Male,Hyderabad,Tier2,CS,Embedded,Yes,No,5.81,5.97,5.8,6.14,6.65,6.28,6.22,6.02,6.07,84.3,1,1,2.0,2,1,58.2,3.9,52.1,61.5,1,Low,1,0,5.98,0
38141,Male,Chennai,Tier1,ECE,DataScience,No,No,9.34,9.17,9.15,9.52,8.91,9.21,8.97,9.52,9.1,88.3,2,2,2.0,3,1,64.6,3.3,52.5,56.2,0,High,1,0,18.1,2
38142,Female,Chennai,Tier1,IT,AI,Yes,No,6.8,7.3,8.2,7.78,8.03,7.41,8.05,8.0,7.62,100.0,2,4,3.0,4,1,89.3,,94.2,69.8,1,Mid,1,0,8.87,2
38143,Female,Chennai,Tier1,ECE,Networking,Yes,Yes,6.71,6.75,6.3,6.63,6.39,7.2,6.78,7.0,6.72,85.2,0,2,2.0,2,1,69.5,2.4,60.6,44.1,1,Mid,0,0,0.0,0
38144,Female,Bangalore,Tier2,Civil,Networking,No,No,9.95,9.54,9.87,9.85,9.9,10.0,10.0,9.73,9.95,95.3,3,4,,3,1,82.3,4.6,82.2,61.1,1,High,1,0,25.58,2
38145,Female,Hyderabad,Tier2,Mechanical,Embedded,Yes,No,8.49,8.48,7.95,7.73,8.07,7.73,8.37,7.91,8.16,70.7,1,2,2.0,1,0,61.3,3.2,58.2,46.5,0,High,1,0,18.94,0
38146,Female,Chennai,Tier2,IT,Networking,No,No,4.62,4.25,4.83,4.87,4.42,4.56,4.18,4.38,4.67,71.9,0,1,0.0,1,0,47.6,1.8,27.6,30.9,1,Low,0,0,0.0,1
38148,Male,Hyderabad,Tier3,ECE,Networking,No,Yes,6.11,6.62,5.9,6.29,6.28,5.95,5.83,5.78,6.11,65.5,1,0,1.0,1,0,33.7,1.8,30.7,33.3,0,Low,0,0,0.0,1
38149,Female,Delhi,Tier3,EE,DataScience,No,No,5.59,5.87,5.82,5.98,5.84,5.82,5.66,5.04,5.7,78.7,0,2,3.0,1,1,61.4,2.8,58.0,59.2,0,Low,0,0,0.0,0
38150,Male,Kochi,Tier1,IT,AI,No,No,8.13,8.3,8.78,8.04,9.13,8.22,8.41,8.61,8.39,67.4,1,2,1.0,3,0,73.1,3.0,62.4,42.2,0,High,1,0,18.51,0
38151,Female,Chennai,Tier3,CS,AI,No,No,6.02,6.73,6.45,6.08,6.47,6.76,6.33,6.85,6.52,82.5,0,2,1.0,2,0,76.2,3.1,51.3,52.4,1,Mid,0,0,0.0,0
38152,Female,Bangalore,Tier1,CS,Networking,No,No,9.99,10.0,10.0,10.0,10.0,10.0,9.77,10.0,9.95,91.4,1,3,3.0,2,2,81.9,3.1,85.7,78.8,0,High,1,0,18.34,2
38153,Male,Chennai,Tier2,EE,Embedded,No,No,8.1,7.78,8.0,7.34,7.53,7.61,7.72,7.91,7.79,89.8,2,3,,1,1,75.9,5.0,77.9,67.5,1,Mid,1,0,8.73,2
38154,Female,Pune,Tier1,ECE,Networking,No,No,10.0,10.0,9.99,9.92,10.0,10.0,9.67,10.0,10.0,79.9,1,1,1.0,2,1,77.7,4.2,63.5,,1,High,1,0,18.83,0
38155,Female,Mumbai,Tier1,ECE,Networking,No,No,9.26,9.67,9.64,9.92,9.61,9.78,9.78,9.94,9.82,91.7,1,3,3.0,3,1,81.5,4.7,78.2,88.5,1,High,1,0,25.35,2
38156,Male,Mumbai,Tier3,CS,AI,No,Yes,5.93,5.94,5.38,5.74,5.85,5.65,5.5,5.67,5.77,50.0,0,0,1.0,0,0,49.7,2.2,27.8,29.9,0,Low,0,0,0.0,1
38157,Female,Delhi,Tier2,CS,DataScience,Yes,No,6.0,6.1,5.9,5.31,5.15,5.69,6.28,5.43,5.77,82.3,0,1,2.0,1,1,76.0,2.7,61.0,53.4,0,Low,0,0,0.0,0
38158,Female,Kochi,Tier1,Civil,AI,Yes,No,8.22,8.29,8.26,8.34,8.58,8.32,7.93,7.77,8.3,82.7,1,4,3.0,3,1,86.5,4.6,72.4,,1,High,1,0,18.17,2
38159,Male,Chennai,Tier2,Mechanical,DataScience,Yes,No,5.83,5.93,5.48,5.99,6.0,5.91,5.6,5.59,5.89,70.8,1,3,2.0,2,1,79.1,3.1,61.6,59.1,1,Low,1,0,6.45,0
38160,Female,Bangalore,Tier3,Mechanical,AI,No,No,4.16,4.45,4.64,4.57,4.37,4.51,4.27,4.3,4.41,64.8,1,0,1.0,0,0,40.7,2.2,27.9,28.2,0,Low,0,0,0.0,1
38161,Female,Pune,Tier3,Civil,Networking,Yes,No,7.93,7.27,7.54,7.94,8.05,7.7,7.88,7.12,7.67,59.5,0,0,0.0,1,1,51.0,2.2,27.6,37.2,0,Mid,0,0,0.0,1
38163,Male,Delhi,Tier3,CS,DataScience,No,No,6.74,6.34,7.04,6.81,6.39,6.38,6.89,6.75,6.67,79.6,0,1,,1,1,,4.2,71.4,53.0,0,Mid,0,0,0.0,0
38164,Male,Mumbai,Tier1,EE,Embedded,No,No,6.7,6.76,6.92,6.55,6.76,7.07,6.5,6.88,6.96,88.4,1,2,1.0,2,0,,2.8,53.6,56.9,1,Mid,1,0,8.39,0
38165,Female,Mumbai,Tier2,CS,AI,Yes,Yes,5.41,6.05,5.24,5.58,5.89,5.91,5.74,4.72,5.59,79.1,0,1,2.0,3,1,66.6,,60.7,43.0,1,Low,0,0,0.0,0
38166,Male,Hyderabad,Tier3,CS,AI,No,No,8.86,8.91,8.94,8.67,8.89,9.16,9.09,8.87,8.84,72.5,1,2,3.0,3,0,,3.4,52.6,56.9,0,High,1,0,18.18,0
38167,Female,Hyderabad,Tier1,EE,DataScience,Yes,No,7.48,7.9,7.87,7.46,7.4,7.9,8.13,8.48,7.72,93.2,1,3,3.0,3,1,71.8,,86.8,77.1,1,Mid,1,0,8.58,2
38168,Male,Chennai,Tier2,IT,Networking,No,No,8.36,8.5,8.29,8.96,8.52,8.72,8.2,8.78,8.43,87.4,1,2,2.0,1,1,69.9,3.9,53.2,54.8,1,High,1,0,22.45,0
38169,Female,Ahmedabad,Tier2,Mechanical,Embedded,Yes,No,9.76,9.35,9.36,9.23,9.64,9.37,9.46,10.0,9.7,79.8,2,3,3.0,4,2,,5.0,69.0,76.3,1,High,1,0,25.0,2
38170,Male,Kolkata,Tier1,CS,AI,Yes,No,7.98,8.37,7.83,8.23,8.12,7.78,7.96,7.67,7.97,89.0,2,3,3.0,3,1,64.8,4.7,84.3,82.3,1,Mid,1,0,9.4,2
38171,Male,Hyderabad,Tier2,Civil,AI,No,No,7.3,7.51,8.2,7.97,7.69,7.82,8.1,8.55,7.98,83.6,2,3,3.0,5,2,83.2,4.0,75.0,67.1,1,Mid,1,0,8.32,2
38172,Female,Bangalore,Tier2,Mechanical,Embedded,No,No,6.83,6.92,7.14,6.94,7.58,6.97,7.07,7.11,7.09,80.7,2,4,3.0,4,2,94.2,3.8,93.3,81.7,0,Mid,1,0,8.69,2
38173,Female,Chennai,Tier1,Civil,AI,Yes,No,6.44,6.45,6.39,6.6,7.34,7.0,6.57,6.59,6.68,69.6,1,2,2.0,1,0,76.4,,51.6,53.9,0,Mid,1,0,8.63,0
38174,Male,Chennai,Tier2,CS,Embedded,No,No,9.22,8.98,9.49,9.3,10.0,9.46,9.01,9.5,9.53,95.2,2,3,2.0,1,1,72.8,3.7,79.2,80.4,1,High,1,0,25.94,2
38175,Male,Bangalore,Tier3,EE,AI,No,No,8.32,8.21,7.84,8.13,7.71,7.92,8.41,8.44,8.1,65.5,0,2,1.0,0,0,59.7,3.0,56.7,47.6,0,High,1,0,18.92,0
38176,Female,Bangalore,Tier2,ECE,AI,Yes,Yes,8.16,7.73,8.91,8.55,8.55,8.2,8.83,9.12,8.51,82.4,0,2,1.0,2,0,64.9,2.6,58.4,51.6,1,High,1,0,18.28,0
38177,Female,Kolkata,Tier3,ECE,Networking,Yes,Yes,6.42,5.8,5.84,5.97,6.32,5.79,6.13,5.87,6.1,70.9,0,1,1.0,0,0,36.5,1.3,27.6,22.9,0,Low,0,0,0.0,1
38178,Male,Hyderabad,Tier2,ECE,DataScience,Yes,Yes,6.78,7.21,7.17,6.69,7.1,6.41,6.65,7.24,6.86,73.7,1,1,2.0,2,0,66.1,3.4,57.8,59.3,1,Mid,0,0,0.0,0
38179,Male,Bangalore,Tier3,IT,DataScience,Yes,No,5.2,5.49,5.05,5.08,4.82,5.13,5.08,5.05,5.23,60.3,0,1,1.0,0,0,54.9,2.1,26.9,25.6,1,Low,0,0,0.0,1
38180,Female,Pune,Tier1,ECE,Embedded,No,No,9.18,8.86,9.38,9.11,9.21,9.34,9.32,8.96,8.91,99.4,2,3,3.0,3,2,77.4,3.6,71.8,70.8,1,High,1,0,22.89,2
38181,Female,Bangalore,Tier2,EE,Embedded,No,Yes,6.65,6.16,6.17,6.61,6.14,6.45,6.29,6.02,6.4,77.4,1,2,2.0,2,0,69.2,3.3,65.7,41.0,1,Low,0,0,0.0,0
38182,Male,Kochi,Tier1,Mechanical,AI,Yes,No,10.0,10.0,9.67,10.0,10.0,10.0,10.0,10.0,9.87,90.1,2,5,4.0,3,1,85.5,3.5,73.3,79.7,1,High,1,0,25.24,2
38183,Male,Bangalore,Tier2,CS,DataScience,No,No,8.48,8.95,8.67,8.16,8.86,8.12,8.12,8.29,8.33,80.3,1,2,1.0,3,1,57.9,2.8,60.6,52.2,1,High,1,0,18.78,0
38184,Male,Hyderabad,Tier2,IT,AI,Yes,No,8.07,8.53,8.3,8.24,8.68,9.06,8.54,9.06,8.61,75.4,0,2,1.0,2,1,74.4,2.9,37.1,55.4,1,High,1,0,18.37,0
38185,Male,Hyderabad,Tier2,CS,AI,No,No,5.57,5.36,5.9,6.05,5.89,6.15,5.43,6.36,5.9,75.6,1,2,,2,0,65.9,3.3,52.0,47.3,0,Low,0,0,0.0,0
38186,Male,Mumbai,Tier2,CS,AI,Yes,No,9.07,9.48,9.0,9.17,9.51,9.49,9.82,9.93,9.43,90.5,2,4,3.0,4,2,91.8,4.3,89.1,67.1,1,High,1,0,25.29,2
38187,Female,Hyderabad,Tier2,EE,Networking,No,No,8.56,9.27,9.34,9.35,8.91,9.28,9.18,8.97,9.03,92.9,2,3,2.0,3,2,82.1,3.4,70.5,,1,High,1,0,18.53,2
38188,Female,Delhi,Tier2,CS,Networking,Yes,No,8.67,8.49,8.6,8.48,9.34,8.57,8.65,8.61,8.58,82.2,1,1,,1,0,61.2,2.7,69.5,54.7,1,High,1,0,18.31,0
38189,Male,Mumbai,Tier3,IT,DataScience,Yes,Yes,5.94,5.92,5.68,5.72,6.05,5.24,5.52,5.16,5.53,72.0,1,1,1.0,0,0,52.8,1.3,23.1,40.1,0,Low,0,0,0.0,1
38190,Male,Jaipur,Tier2,Civil,Networking,Yes,No,9.13,9.03,8.88,9.62,9.62,9.55,10.0,9.4,9.52,85.7,3,3,2.0,3,1,100.0,2.9,82.5,94.8,1,High,1,0,18.22,2
38191,Male,Delhi,Tier2,CS,AI,No,Yes,5.48,5.14,4.81,5.08,5.05,4.92,4.95,5.09,5.14,63.9,1,1,0.0,1,0,49.4,1.6,30.5,28.2,0,Low,0,0,0.0,1
38194,Male,Jaipur,Tier2,Civil,Embedded,Yes,Yes,5.42,4.89,5.01,4.64,4.32,4.49,4.0,4.83,4.79,66.0,1,1,1.0,0,0,58.0,,27.7,33.3,0,Low,0,0,0.0,1
38195,Male,Kochi,Tier1,CS,Networking,No,No,8.62,8.66,8.92,8.56,8.77,8.63,8.91,8.88,8.54,79.9,2,2,3.0,5,0,60.4,4.9,72.1,80.6,1,High,1,0,22.89,2
38196,Male,Bangalore,Tier3,IT,AI,No,No,7.36,7.85,7.59,7.57,7.76,7.35,7.46,7.65,7.53,84.7,1,2,2.0,2,0,66.6,3.3,49.5,,1,Mid,1,0,8.94,0
38197,Female,Delhi,Tier2,Civil,Embedded,Yes,No,9.7,10.0,9.71,9.27,9.4,9.33,10.0,9.59,9.58,93.5,2,3,,3,1,76.7,5.0,87.7,64.7,0,High,1,0,18.68,2
38198,Female,Hyderabad,Tier2,CS,Embedded,Yes,No,6.11,6.33,6.52,6.18,6.06,6.34,5.91,6.52,6.04,75.1,1,2,1.0,2,1,60.7,3.2,53.6,59.9,0,Low,0,0,0.0,0
38199,Male,Kolkata,Tier2,Civil,AI,No,No,7.03,6.95,7.28,7.7,7.68,7.21,7.25,7.55,7.39,76.5,1,2,2.0,1,0,83.4,1.8,57.3,49.5,1,Mid,1,0,8.68,0
38200,Female,Pune,Tier2,ECE,Embedded,No,No,7.16,6.81,6.67,7.27,7.27,7.54,6.45,6.99,6.97,73.8,1,2,,1,1,63.4,3.0,57.0,,0,Mid,1,0,8.49,0
38201,Male,Ahmedabad,Tier2,ECE,Embedded,Yes,No,7.8,7.34,8.05,7.84,7.6,7.69,7.74,7.55,7.84,62.4,1,1,0.0,0,1,54.9,1.0,28.3,25.9,1,Mid,0,0,0.0,1
38202,Male,Jaipur,Tier2,EE,AI,No,No,6.99,7.61,7.45,7.59,7.23,7.32,7.54,7.55,7.29,88.7,1,3,4.0,3,1,90.1,3.7,77.5,68.9,0,Mid,1,0,8.01,2
38203,Male,Delhi,Tier2,CS,AI,Yes,Yes,9.36,9.66,9.36,9.2,9.78,9.87,9.71,9.16,9.42,73.7,1,1,2.0,1,0,62.8,2.7,55.1,52.5,1,High,1,0,18.32,0
38204,Male,Pune,Tier1,Mechanical,Networking,No,Yes,4.87,5.66,5.29,5.79,5.01,5.75,5.31,5.34,5.32,63.9,1,1,1.0,3,0,80.5,3.9,50.4,52.5,0,Low,0,0,0.0,1
38205,Female,Delhi,Tier2,CS,Networking,Yes,No,4.69,4.19,4.93,4.31,4.07,4.28,4.78,4.5,4.59,67.2,1,1,0.0,0,0,44.4,1.0,24.6,36.0,1,Low,0,0,0.0,1
38206,Female,Hyderabad,Tier1,ECE,Networking,Yes,No,9.85,9.86,10.0,10.0,10.0,10.0,10.0,10.0,9.9,88.2,2,4,2.0,1,1,84.8,,91.0,87.6,1,High,1,0,18.74,2
38207,Male,Ahmedabad,Tier2,Mechanical,AI,Yes,No,5.45,4.62,4.8,4.87,4.66,4.52,4.38,4.43,4.7,50.0,0,1,0.0,0,0,42.1,2.1,23.9,39.5,1,Low,0,0,0.0,1
38208,Male,Hyderabad,Tier1,ECE,Networking,No,No,6.2,6.59,6.16,5.7,6.18,6.2,6.31,6.33,6.03,75.6,1,2,1.0,1,0,70.3,,49.0,45.3,0,Low,1,0,3.76,0
38209,Male,Bangalore,Tier2,ECE,Embedded,No,No,5.85,6.6,6.34,6.98,7.14,6.7,6.64,6.62,6.64,90.1,1,3,1.0,1,1,62.7,3.2,53.3,56.2,0,Mid,1,0,8.89,0
38210,Male,Chennai,Tier3,CS,AI,Yes,No,6.97,6.78,7.77,7.35,7.72,7.69,7.4,6.85,7.42,74.9,0,2,,2,0,74.1,1.7,61.9,54.5,1,Mid,1,0,8.94,0
38211,Male,Hyderabad,Tier2,IT,DataScience,No,No,5.25,5.0,5.32,4.73,5.03,4.61,5.25,5.39,5.14,57.2,1,0,0.0,0,0,56.8,1.6,28.7,32.4,1,Low,0,0,0.0,1
38212,Male,Hyderabad,Tier2,ECE,Embedded,No,No,6.83,6.48,6.7,6.73,6.49,6.97,7.1,6.24,6.63,67.5,1,2,1.0,2,1,61.7,2.5,52.7,60.2,0,Mid,0,0,0.0,0
38214,Male,Jaipur,Tier3,Civil,Embedded,No,No,7.99,8.13,7.66,7.62,7.79,7.75,8.04,8.17,7.78,88.3,2,2,3.0,2,1,70.9,3.6,43.5,53.0,1,Mid,1,0,8.63,0
38215,Male,Kolkata,Tier3,Mechanical,AI,No,No,8.3,8.52,8.52,9.22,8.75,8.65,8.73,9.25,8.76,79.9,1,2,2.0,0,1,75.9,2.2,46.1,55.4,1,High,1,0,18.28,0
38216,Male,Jaipur,Tier2,ECE,Embedded,Yes,No,9.89,9.43,9.44,9.08,8.49,9.41,9.42,9.6,9.19,100.0,1,2,3.0,3,1,,3.5,67.3,82.6,1,High,1,0,25.84,2
38217,Female,Hyderabad,Tier3,IT,Networking,No,Yes,4.66,4.43,4.25,4.0,4.78,4.55,5.26,5.15,4.54,65.0,1,2,0.0,1,0,51.4,1.2,23.6,30.8,0,Low,0,0,0.0,1
38218,Female,Hyderabad,Tier1,IT,Networking,Yes,No,10.0,10.0,10.0,9.64,10.0,10.0,10.0,9.69,9.88,95.1,0,3,2.0,4,2,78.4,4.9,86.1,68.0,0,High,1,0,18.51,2
38219,Male,Chennai,Tier3,EE,DataScience,Yes,No,5.12,5.48,5.19,5.4,5.8,4.79,5.15,5.07,5.17,60.0,0,1,0.0,1,0,47.0,2.3,27.4,39.3,0,Low,0,0,0.0,1
38221,Female,Delhi,Tier2,ECE,Embedded,Yes,No,6.61,6.48,6.01,6.29,6.53,6.52,7.07,6.25,6.57,86.8,1,2,2.0,2,0,,2.3,48.9,50.7,1,Mid,1,0,9.64,0
38222,Male,Mumbai,Tier2,IT,DataScience,No,No,7.45,7.24,7.11,7.31,7.49,7.11,7.29,7.41,7.23,76.6,1,2,,2,1,63.1,3.5,51.5,48.0,0,Mid,1,0,8.14,0
38223,Male,Chennai,Tier3,CS,Networking,Yes,No,5.36,5.29,5.76,5.44,5.54,5.29,6.28,5.58,5.48,76.1,1,2,1.0,1,1,69.2,2.4,52.0,,1,Low,0,0,0.0,0
38226,Male,Jaipur,Tier1,CS,AI,Yes,Yes,6.98,6.91,6.84,7.31,6.78,6.93,7.54,6.65,7.03,89.2,2,3,3.0,1,1,65.5,4.0,75.1,68.8,1,Mid,1,0,8.63,2
38227,Female,Jaipur,Tier3,ECE,Embedded,Yes,No,5.55,5.24,5.48,5.74,5.47,4.99,5.48,5.24,5.41,64.3,0,0,0.0,0,0,,1.0,34.7,27.5,0,Low,0,0,0.0,1
38228,Female,Chennai,Tier2,ECE,Networking,Yes,No,7.63,7.84,7.82,8.07,7.32,7.52,7.76,7.31,7.73,79.2,1,2,2.0,0,1,73.2,2.1,49.6,62.2,0,Mid,1,0,8.08,0
38229,Female,Chennai,Tier3,Mechanical,AI,Yes,No,4.94,5.0,5.54,5.23,4.73,5.14,4.78,4.96,4.98,62.4,0,0,0.0,0,0,39.0,,25.1,31.9,0,Low,0,0,0.0,1
